date,time,category,sub_category,count,priority,department,days_ago
2025-03-20,14:54,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-03-20,15:33,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-20,17:13,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-21,13:40,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-21,13:49,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-21,13:59,Asset Check In,Monitor,1,Low,Asset Department,
2025-03-21,15:14,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-23,11:24,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-23,15:20,Asset Check In,Monitor,1,Low,Asset Department,
2025-03-24,06:27,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-24,10:22,Others,General Inquiry,1,Low,IT Department,
2025-03-24,11:03,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-24,12:37,Others,General Inquiry,1,Low,IT Department,
2025-03-24,14:16,IT Support,Virus/Malware Check,1,High,IT Department,
2025-03-24,15:21,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-24,15:52,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-24,16:10,Asset Check In,Laptop,1,Medium,Asset Department,
2025-03-24,17:03,Asset Check In,Monitor,1,Low,Asset Department,
2025-03-24,19:20,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-25,08:43,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-03-25,09:30,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-03-25,10:02,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-25,10:13,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-03-25,12:16,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-25,20:38,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-03-26,09:47,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-26,10:11,Others,General Inquiry,1,Low,IT Department,
2025-03-26,11:57,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-26,13:16,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-03-26,15:47,Others,,1,Low,IT Department,
2025-03-26,15:57,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-27,10:16,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-03-27,11:59,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-27,12:18,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-27,13:27,IT Support,Virus/Malware Check,1,High,IT Department,
2025-03-27,17:18,Others,,1,Low,IT Department,
2025-03-27,17:54,Asset Check In,Laptop,1,Medium,Asset Department,
2025-03-28,03:35,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-28,09:01,Asset Check Out,Monitor,3,Low,Asset Department,
2025-03-28,13:53,Others,General Inquiry,1,Low,IT Department,
2025-03-30,02:21,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-30,08:54,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-31,00:15,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-31,08:21,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-31,08:40,Asset Check Out,Monitor,2,Low,Asset Department,
2025-03-31,08:43,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-03-31,10:40,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-31,11:37,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-03-31,13:18,Asset Check In,Laptop,1,Medium,Asset Department,
2025-03-31,14:27,Asset Check Out,Monitor,1,Low,Asset Department,
2025-03-31,16:33,Others,General Inquiry,1,Low,IT Department,
2025-03-31,21:27,Asset Check In,Keyboard,1,Low,Asset Department,
2025-04-01,02:30,Others,General Inquiry,1,Low,IT Department,
2025-04-01,06:43,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-01,09:36,Others,General Inquiry,1,Low,IT Department,
2025-04-01,12:08,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-01,12:39,Asset Check In,Keyboard,1,Low,Asset Department,
2025-04-01,12:56,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-01,14:00,IT Support,Technical Assistance,1,Medium,IT Department,
2025-04-01,15:47,Others,,1,Low,IT Department,
2025-04-02,00:27,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-04-02,09:45,Others,General Inquiry,1,Low,IT Department,
2025-04-02,12:58,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-04-02,13:26,Asset Check In,Laptop,1,Medium,Asset Department,
2025-04-02,13:36,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-02,19:13,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-04-02,19:52,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-04-02,20:16,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-03,11:35,Others,General Inquiry,1,Low,IT Department,
2025-04-03,13:01,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-03,13:18,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-03,13:46,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-03,14:01,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-04-03,15:38,Asset Check In,Monitor,1,Low,Asset Department,
2025-04-03,15:45,Others,,1,Low,IT Department,
2025-04-03,17:40,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-04,08:09,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-04-04,11:58,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-04,14:47,Others,,1,Low,IT Department,
2025-04-04,16:59,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-07,08:25,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-07,11:54,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-07,13:14,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-07,13:16,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-07,13:54,Asset Check In,Keyboard,1,Low,Asset Department,
2025-04-07,14:30,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-07,14:50,IT Support,Technical Assistance,1,Medium,IT Department,
2025-04-07,15:04,Others,General Inquiry,1,Low,IT Department,
2025-04-07,16:30,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-04-07,16:41,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-07,17:20,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-04-07,20:34,Asset Check In,Keyboard,1,Low,Asset Department,
2025-04-08,08:57,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-04-08,09:07,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-04-08,09:43,Others,General Inquiry,1,Low,IT Department,
2025-04-08,15:23,Asset Check In,Keyboard,1,Low,Asset Department,
2025-04-08,15:49,Others,General Inquiry,1,Low,IT Department,
2025-04-08,16:43,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-08,17:41,Asset Check In,Laptop,1,Medium,Asset Department,
2025-04-09,00:03,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-09,08:13,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-09,09:41,Others,,1,Low,IT Department,
2025-04-09,11:47,Asset Check In,Keyboard,1,Low,Asset Department,
2025-04-09,13:55,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-04-09,14:17,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-09,22:23,Others,General Inquiry,1,Low,IT Department,
2025-04-10,01:05,Asset Check Out,Monitor,2,Low,Asset Department,
2025-04-10,11:03,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-10,11:05,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-10,12:24,Asset Check In,Laptop,1,Medium,Asset Department,
2025-04-10,15:15,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-10,15:20,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-10,15:41,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-11,08:27,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-11,13:25,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-11,17:33,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-11,17:59,Others,General Inquiry,1,Low,IT Department,
2025-04-14,02:53,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-14,08:07,Asset Check In,Laptop,1,Medium,Asset Department,
2025-04-14,09:04,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-04-14,10:36,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-14,10:38,Others,,1,Low,IT Department,
2025-04-14,11:38,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-14,14:09,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-04-14,15:20,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-04-14,15:50,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-14,19:42,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-14,20:35,Asset Check In,Monitor,1,Low,Asset Department,
2025-04-14,21:56,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-04-15,00:24,Others,General Inquiry,1,Low,IT Department,
2025-04-15,09:00,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-04-15,12:06,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-15,14:37,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-15,15:42,IT Support,Technical Assistance,1,Medium,IT Department,
2025-04-15,17:29,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-15,17:37,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-18,02:20,IT Support,Technical Assistance,1,Medium,IT Department,
2025-04-18,20:25,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-20,16:43,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-21,02:30,IT Support,Technical Assistance,1,Medium,IT Department,
2025-04-21,02:58,IT Support,Technical Assistance,1,Medium,IT Department,
2025-04-21,04:25,Asset Check In,Monitor,1,Low,Asset Department,
2025-04-21,08:17,IT Support,Technical Assistance,1,Medium,IT Department,
2025-04-21,09:29,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-04-21,09:38,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-04-21,11:20,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-21,13:45,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-04-21,14:31,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-04-21,15:23,Asset Check In,Keyboard,1,Low,Asset Department,
2025-04-21,17:17,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-04-21,21:55,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-04-22,09:50,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-22,12:31,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-04-22,14:47,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-22,16:03,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-22,16:41,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-22,19:46,Others,General Inquiry,1,Low,IT Department,
2025-04-22,23:55,Asset Check In,Keyboard,1,Low,Asset Department,
2025-04-23,04:35,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-04-23,08:58,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-23,10:12,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-23,16:15,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-23,16:56,Others,,1,Low,IT Department,
2025-04-23,17:32,Asset Check In,Laptop,1,Medium,Asset Department,
2025-04-23,19:27,Others,General Inquiry,1,Low,IT Department,
2025-04-23,20:04,Others,,1,Low,IT Department,
2025-04-24,04:25,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-24,09:15,Asset Check In,Keyboard,1,Low,Asset Department,
2025-04-24,09:19,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-24,09:48,Asset Check Out,Laptop,3,Medium,Asset Department,
2025-04-24,12:36,Others,,1,Low,IT Department,
2025-04-24,12:58,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-24,16:55,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-25,03:44,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-25,13:54,Asset Check Out,Monitor,3,Low,Asset Department,
2025-04-25,15:38,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-25,21:51,Others,,1,Low,IT Department,
2025-04-26,23:48,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-04-28,01:15,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-04-28,08:25,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-04-28,08:44,Asset Check In,Laptop,1,Medium,Asset Department,
2025-04-28,09:21,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-28,11:13,Asset Check In,Keyboard,1,Low,Asset Department,
2025-04-28,11:59,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-28,13:49,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-04-28,15:22,IT Support,Technical Assistance,1,Medium,IT Department,
2025-04-28,15:38,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-04-28,16:13,IT Support,Technical Assistance,1,Medium,IT Department,
2025-04-28,17:24,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-28,20:47,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-29,10:48,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-04-29,11:40,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-04-29,12:33,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-04-29,14:39,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-29,16:04,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-04-29,16:24,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-29,17:58,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-04-29,20:01,Asset Check In,Monitor,1,Low,Asset Department,
2025-04-30,09:24,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-30,12:22,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-04-30,14:07,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-30,15:11,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-30,15:32,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-04-30,15:39,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-04-30,15:55,Asset Check In,Monitor,1,Low,Asset Department,
2025-05-01,06:39,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-05-01,09:45,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-01,11:07,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-01,15:15,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-01,17:40,Asset Check In,Keyboard,1,Low,Asset Department,
2025-05-01,21:23,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-05-02,09:53,Asset Check In,Monitor,1,Low,Asset Department,
2025-05-02,14:23,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-02,14:26,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-02,16:14,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-05-05,08:42,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-05-05,08:52,Others,General Inquiry,1,Low,IT Department,
2025-05-05,12:04,Others,General Inquiry,1,Low,IT Department,
2025-05-05,12:46,Asset Check In,Monitor,1,Low,Asset Department,
2025-05-05,13:07,Asset Check In,Keyboard,1,Low,Asset Department,
2025-05-05,14:55,IT Support,Technical Assistance,1,Medium,IT Department,
2025-05-05,15:18,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-05,15:38,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-05-05,15:50,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-05-05,16:51,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-05,17:26,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-05-05,22:56,Asset Check Out,Monitor,3,Low,Asset Department,
2025-05-06,11:55,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-05-06,12:31,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-05-06,13:28,Asset Check Out,Monitor,2,Low,Asset Department,
2025-05-06,14:24,IT Support,Technical Assistance,1,Medium,IT Department,
2025-05-06,15:18,IT Support,Technical Assistance,1,Medium,IT Department,
2025-05-06,17:10,Asset Check Out,Monitor,2,Low,Asset Department,
2025-05-07,08:29,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-05-07,12:06,IT Support,Technical Assistance,1,Medium,IT Department,
2025-05-07,13:17,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-05-07,14:38,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-07,16:48,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-05-07,17:09,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-07,19:50,IT Support,Virus/Malware Check,1,High,IT Department,
2025-05-08,08:05,IT Support,Technical Assistance,1,Medium,IT Department,
2025-05-08,08:41,Asset Check Out,Monitor,2,Low,Asset Department,
2025-05-08,12:16,IT Support,Virus/Malware Check,1,High,IT Department,
2025-05-08,13:06,Others,General Inquiry,1,Low,IT Department,
2025-05-08,13:17,Asset Check In,Keyboard,1,Low,Asset Department,
2025-05-08,13:26,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-09,08:33,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-05-09,10:19,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-05-09,13:14,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-09,15:36,Asset Check Out,Monitor,1,Low,Asset Department,
2025-05-10,01:49,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-05-12,05:54,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-05-12,06:54,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-05-12,10:21,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-05-12,11:06,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-12,11:50,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-05-12,12:45,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-12,14:00,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-12,14:26,Asset Check In,Monitor,1,Low,Asset Department,
2025-05-12,14:26,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-05-12,15:00,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-12,17:34,Asset Check Out,Monitor,1,Low,Asset Department,
2025-05-13,03:49,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-13,11:38,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-05-13,11:49,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-13,12:09,IT Support,Virus/Malware Check,1,High,IT Department,
2025-05-13,17:52,Asset Check In,Monitor,1,Low,Asset Department,
2025-05-13,23:17,Asset Check In,Keyboard,1,Low,Asset Department,
2025-05-14,00:48,Others,General Inquiry,1,Low,IT Department,
2025-05-14,03:25,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-14,08:20,Asset Check In,Laptop,1,Medium,Asset Department,
2025-05-14,08:22,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-05-14,08:23,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-05-14,10:44,Others,General Inquiry,1,Low,IT Department,
2025-05-14,11:18,Others,,1,Low,IT Department,
2025-05-14,11:32,Asset Check In,Laptop,1,Medium,Asset Department,
2025-05-15,03:43,Asset Check In,Laptop,1,Medium,Asset Department,
2025-05-15,05:02,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-05-15,10:02,Others,General Inquiry,1,Low,IT Department,
2025-05-15,12:07,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-15,13:41,IT Support,Virus/Malware Check,1,High,IT Department,
2025-05-15,16:39,IT Support,Virus/Malware Check,1,High,IT Department,
2025-05-16,04:16,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-16,12:12,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-16,16:07,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-05-17,14:28,Asset Check In,Laptop,1,Medium,Asset Department,
2025-05-17,16:57,Others,,1,Low,IT Department,
2025-05-18,14:08,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-05-18,15:50,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-19,01:44,Asset Check Out,Keyboard,3,Low,Asset Department,
2025-05-19,01:56,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-05-19,06:44,IT Support,Technical Assistance,1,Medium,IT Department,
2025-05-19,08:34,Asset Check In,Laptop,1,Medium,Asset Department,
2025-05-19,09:01,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-19,09:28,Asset Check Out,Monitor,2,Low,Asset Department,
2025-05-19,09:47,Asset Check Out,Monitor,3,Low,Asset Department,
2025-05-19,10:02,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-19,14:08,Others,General Inquiry,1,Low,IT Department,
2025-05-19,14:23,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-05-19,17:24,Asset Check Out,Monitor,2,Low,Asset Department,
2025-05-20,11:11,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-20,11:18,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-20,12:35,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-05-20,12:59,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-05-20,13:08,Others,General Inquiry,1,Low,IT Department,
2025-05-20,13:13,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-05-20,14:53,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-05-20,17:17,Others,,1,Low,IT Department,
2025-05-21,00:07,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-05-21,06:43,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-21,10:41,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-05-21,12:14,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-21,12:44,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-05-21,13:10,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-05-21,13:57,Asset Check Out,Monitor,1,Low,Asset Department,
2025-05-21,15:26,IT Support,Technical Assistance,1,Medium,IT Department,
2025-05-22,02:55,IT Support,Virus/Malware Check,1,High,IT Department,
2025-05-22,09:06,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-05-22,09:08,IT Support,Virus/Malware Check,1,High,IT Department,
2025-05-22,12:44,Asset Check In,Laptop,1,Medium,Asset Department,
2025-05-22,13:54,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-22,14:04,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-23,08:57,Asset Check In,Keyboard,1,Low,Asset Department,
2025-05-23,09:19,Asset Check In,Monitor,1,Low,Asset Department,
2025-05-23,16:33,Asset Check Out,Keyboard,2,Low,Asset Department,
2025-05-23,22:29,IT Support,Virus/Malware Check,1,High,IT Department,
2025-05-25,15:49,Others,,1,Low,IT Department,
2025-05-26,00:15,Asset Check Out,Monitor,2,Low,Asset Department,
2025-05-26,05:31,Others,General Inquiry,1,Low,IT Department,
2025-05-26,08:25,Asset Check In,Laptop,1,Medium,Asset Department,
2025-05-26,08:47,Asset Check In,Keyboard,1,Low,Asset Department,
2025-05-26,08:50,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-05-26,08:51,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-26,09:33,IT Support,Virus/Malware Check,1,High,IT Department,
2025-05-26,11:43,Asset Check In,Laptop,1,Medium,Asset Department,
2025-05-26,15:22,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-05-26,15:35,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-26,15:41,Asset Check In,Keyboard,1,Low,Asset Department,
2025-05-26,21:34,Others,General Inquiry,1,Low,IT Department,
2025-05-27,02:52,Others,,1,Low,IT Department,
2025-05-27,04:31,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-05-27,10:32,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-27,11:05,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-27,11:55,IT Support,Virus/Malware Check,1,High,IT Department,
2025-05-27,15:48,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-05-27,16:04,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-05-28,05:22,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-05-28,11:05,Others,General Inquiry,1,Low,IT Department,
2025-05-28,12:55,Asset Check Out,Monitor,3,Low,Asset Department,
2025-05-28,13:09,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-28,17:29,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-28,21:43,Asset Check In,Laptop,1,Medium,Asset Department,
2025-05-29,09:14,Asset Check In,Monitor,1,Low,Asset Department,
2025-05-29,11:02,Others,,1,Low,IT Department,
2025-05-29,11:03,Asset Check Out,Monitor,1,Low,Asset Department,
2025-05-29,11:53,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-05-29,14:13,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-29,17:33,Asset Check Out,Laptop,2,Medium,Asset Department,
2025-05-29,23:24,Others,General Inquiry,1,Low,IT Department,
2025-05-30,08:30,Others,,1,Low,IT Department,
2025-05-30,10:40,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-30,13:53,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-30,15:13,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-06-02,06:58,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-06-02,10:47,Asset Check In,Monitor,1,Low,Asset Department,
2025-06-02,12:04,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-06-02,12:33,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-06-02,12:51,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-06-02,13:10,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-06-02,13:52,IT Support,Technical Assistance,1,Medium,IT Department,
2025-06-02,15:22,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-06-02,15:24,Others,General Inquiry,1,Low,IT Department,
2025-06-02,16:26,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-06-02,17:01,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-06-02,19:09,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-06-03,11:10,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-06-03,14:12,Asset Check Out,Keyboard,2,Low,Asset Department,
