date,time,category,sub_category,count,priority,department,days_ago
2026-01-06,15:14,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-10-21,14:33,Asset Check In,Monitor,1,Medium,Asset Department,
2025-06-30,14:00,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-11-28,16:35,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-09-15,11:59,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-05,15:14,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-12-18,15:27,IT Support,Software Installation/Update,1,High,IT Department,
2025-06-13,17:34,Asset Check Out,Laptop,1,Low,Asset Department,
2025-12-12,16:01,Others,,1,Medium,IT Department,
2025-08-26,10:05,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-28,16:19,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-05-29,09:23,IT Support,Technical Assistance,1,Critical,IT Department,
2026-01-01,17:01,Others,,1,Critical,IT Department,
2025-02-27,16:35,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-01-10,11:42,Others,,1,Low,IT Department,
2025-01-14,10:05,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-12-18,10:50,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-03-23,11:39,IT Support,Technical Assistance,1,Medium,IT Department,
2025-10-23,15:00,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-01-02,14:22,Others,,1,Critical,IT Department,
2025-08-07,16:13,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-12-09,10:55,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-01-16,11:29,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-06-23,14:38,Asset Check In,Monitor,1,Low,Asset Department,
2025-12-19,16:39,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-08-15,11:29,IT Support,Virus/Malware Check,1,Critical,IT Department,
2026-01-08,11:08,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-09-10,16:36,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-10-11,15:49,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-04-03,16:16,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-10-08,14:00,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2026-01-08,14:41,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-09-11,13:52,IT Support,Virus/Malware Check,1,High,IT Department,
2025-03-18,12:22,Others,General Inquiry,1,Medium,IT Department,
2025-08-07,10:44,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-11-07,09:11,IT Support,Software Installation/Update,1,High,IT Department,
2025-03-28,15:18,Asset Check Out,Laptop,1,High,Asset Department,
2025-05-15,14:16,Others,,1,High,IT Department,
2025-03-19,11:19,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-01-17,17:02,Asset Check Out,Laptop,1,High,Asset Department,
2025-02-12,09:51,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-12-04,12:30,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-08,15:56,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-09-04,11:56,Asset Check Out,Keyboard,1,High,Asset Department,
2025-12-23,14:08,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-04,16:41,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-03-25,11:06,IT Support,Technical Assistance,1,Critical,IT Department,
2025-02-17,09:46,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-05-30,08:45,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-06-10,10:24,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2025-05-25,09:25,IT Support,Data Backup/Restore,1,High,IT Department,
2025-09-01,15:46,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-11-20,11:17,Asset Check Out,Laptop,1,High,Asset Department,
2025-05-08,09:01,Others,,1,Critical,IT Department,
2025-05-15,14:55,IT Support,Technical Assistance,1,Critical,IT Department,
2025-11-27,09:12,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-05-14,16:27,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-12-18,15:03,Asset Check In,Monitor,1,High,Asset Department,
2025-11-07,00:20,Others,,1,Medium,IT Department,
2025-12-17,14:18,IT Support,Technical Assistance,1,Low,IT Department,
2025-01-30,09:14,IT Support,Technical Assistance,1,Medium,IT Department,
2025-12-15,09:45,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-10-10,15:26,IT Support,Technical Assistance,1,High,IT Department,
2025-10-02,15:23,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-04-03,17:25,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-04-21,11:44,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-06-09,15:30,IT Support,Technical Assistance,1,High,IT Department,
2025-02-28,12:00,Asset Check Out,Laptop,1,Low,Asset Department,
2025-03-05,11:54,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-08-05,06:49,IT Support,Technical Assistance,1,Medium,IT Department,
2025-10-10,10:16,Others,,1,High,IT Department,
2025-07-15,09:35,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-12-19,11:21,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-05-20,09:55,Others,General Inquiry,1,Critical,IT Department,
2025-07-01,15:22,Others,,1,High,IT Department,
2025-05-28,15:46,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-09-25,10:11,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-07-04,11:46,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-08-01,01:56,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-08-12,09:55,IT Support,Data Backup/Restore,1,High,IT Department,
2025-07-18,16:00,Others,General Inquiry,1,Low,IT Department,
2025-04-08,13:08,IT Support,Virus/Malware Check,1,High,IT Department,
2025-01-29,15:37,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-11-12,11:01,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-03-08,12:32,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-02-18,15:08,Asset Check Out,Keyboard,1,Low,Asset Department,
2026-01-02,20:54,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-02-21,10:26,Others,,1,High,IT Department,
2025-01-31,15:05,IT Support,Technical Assistance,1,Critical,IT Department,
2025-05-21,15:31,IT Support,Technical Assistance,1,Medium,IT Department,
2025-08-06,09:05,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-28,08:17,Asset Check In,Monitor,1,Low,Asset Department,
2025-12-01,15:41,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-10,14:29,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-12-03,16:47,Others,,1,Low,IT Department,
2025-11-20,16:32,IT Support,Data Backup/Restore,1,High,IT Department,
2025-09-18,15:26,IT Support,Technical Assistance,1,Medium,IT Department,
2025-05-14,14:37,IT Support,Software Installation/Update,1,High,IT Department,
2025-03-21,13:14,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-02-20,13:44,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-01-21,08:27,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-12-16,17:16,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-01-14,09:37,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-08-19,08:59,Asset Check Out,Laptop,1,Low,Asset Department,
2025-08-13,14:49,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-28,14:09,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-04-15,17:08,IT Support,Software Installation/Update,1,Medium,IT Department,
2026-01-07,14:29,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-02,09:26,IT Support,Technical Assistance,1,Critical,IT Department,
2026-01-08,15:17,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-06-04,11:00,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-07-11,13:08,Asset Check Out,Keyboard,1,High,Asset Department,
2025-03-26,15:44,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-14,15:23,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-09-22,16:16,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2025-05-06,08:35,Others,,1,Critical,IT Department,
2025-02-02,15:54,New Budget Proposal,Operational Expenses (OpEx),1,Critical,Budget Department,
2025-01-24,14:38,IT Support,Technical Assistance,1,High,IT Department,
2025-01-07,16:43,Asset Check In,Monitor,1,Critical,Asset Department,
2025-05-12,16:01,Others,,1,High,IT Department,
2025-02-28,11:55,Asset Check In,Monitor,1,High,Asset Department,
2025-10-08,11:57,Asset Check In,Monitor,1,High,Asset Department,
2025-02-04,11:53,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-09-07,11:19,IT Support,Software Installation/Update,1,Low,IT Department,
2025-06-02,16:25,Others,General Inquiry,1,High,IT Department,
2025-11-17,19:55,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-06-06,16:01,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-01-08,15:29,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-12-17,16:31,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-12-10,14:44,Asset Check Out,Laptop,1,High,Asset Department,
2025-06-24,14:24,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-01-27,11:45,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-03-26,11:40,IT Support,Software Installation/Update,1,Medium,IT Department,
2026-01-07,15:30,Others,General Inquiry,1,Low,IT Department,
2025-08-11,09:59,IT Support,Technical Assistance,1,Critical,IT Department,
2025-10-03,13:52,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-07-28,10:36,Others,General Inquiry,1,Medium,IT Department,
2025-04-10,15:37,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-08-20,09:04,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-04-16,09:52,Asset Check Out,Laptop,1,Low,Asset Department,
2025-03-26,11:55,IT Support,Technical Assistance,1,Low,IT Department,
2025-05-27,17:14,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-11-04,14:59,Asset Check In,Monitor,1,Medium,Asset Department,
2025-03-20,17:33,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-02-26,17:29,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-08-19,14:20,Others,,1,High,IT Department,
2025-10-15,14:38,Asset Check In,Monitor,1,High,Asset Department,
2025-06-30,16:50,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-02-06,16:17,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-01-13,15:29,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-02-21,14:13,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-02-14,14:12,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-01-10,09:47,New Budget Proposal,Operational Expenses (OpEx),1,Critical,Budget Department,
2026-01-08,09:20,IT Support,Technical Assistance,1,High,IT Department,
2025-08-20,14:08,Asset Check Out,Keyboard,1,Critical,Asset Department,
2026-01-07,10:55,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-03-17,15:44,IT Support,Virus/Malware Check,1,High,IT Department,
2025-03-12,14:48,IT Support,Technical Assistance,1,Critical,IT Department,
2025-07-30,10:29,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-03-13,15:28,Others,,1,Medium,IT Department,
2025-10-24,15:28,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-09-25,16:10,Asset Check In,Monitor,1,Low,Asset Department,
2025-12-03,11:44,Others,General Inquiry,1,Low,IT Department,
2025-06-03,11:36,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-12-05,10:30,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2025-09-19,15:49,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-06-05,10:53,Others,General Inquiry,1,Medium,IT Department,
2025-10-24,08:51,Others,,1,Critical,IT Department,
2025-05-22,11:03,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-09-24,11:01,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-09-10,16:02,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-11-14,15:31,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-08-03,14:32,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-05-20,23:39,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-01-06,10:08,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-11-10,12:42,Asset Check Out,Keyboard,1,High,Asset Department,
2025-03-26,11:22,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-08-14,15:39,Asset Check Out,Keyboard,1,High,Asset Department,
2025-09-27,12:51,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-02-07,09:20,Others,General Inquiry,1,Critical,IT Department,
2025-09-22,14:24,Asset Check In,Monitor,1,Low,Asset Department,
2025-03-17,10:50,Asset Check In,Monitor,1,Medium,Asset Department,
2025-09-09,16:48,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-06-04,09:47,New Budget Proposal,Operational Expenses (OpEx),1,Critical,Budget Department,
2025-10-20,08:23,Others,,1,Medium,IT Department,
2025-02-06,15:04,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-06-08,16:41,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-11-22,15:40,Others,General Inquiry,1,Low,IT Department,
2025-08-28,10:51,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-06-09,09:13,Asset Check In,Monitor,1,High,Asset Department,
2025-03-23,14:08,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-07-02,11:25,Others,General Inquiry,1,Medium,IT Department,
2026-01-05,16:23,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-07-23,15:07,Asset Check In,Monitor,1,Medium,Asset Department,
2025-12-03,09:11,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-04-30,14:34,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-11-23,13:10,Asset Check In,Monitor,1,Critical,Asset Department,
2025-07-18,12:00,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-11-26,12:00,Asset Check In,Monitor,1,Medium,Asset Department,
2025-12-12,16:58,Asset Check In,Monitor,1,High,Asset Department,
2025-03-28,16:34,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-02-05,15:48,Others,,1,Low,IT Department,
2025-01-30,11:07,Others,,1,High,IT Department,
2025-12-11,08:26,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-11-21,15:40,Others,,1,Medium,IT Department,
2025-08-12,08:22,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2025-05-10,09:10,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-02-03,10:46,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-03-01,16:23,Asset Check In,Monitor,1,Critical,Asset Department,
2025-12-14,12:59,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-06-27,11:09,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-05-13,15:35,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-04-14,09:28,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-03-12,13:34,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-01-31,09:02,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-12-05,10:06,Asset Check In,Monitor,1,Critical,Asset Department,
2025-09-20,14:50,Asset Check Out,Laptop,1,Low,Asset Department,
2025-11-06,14:18,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-05-15,10:19,IT Support,Technical Assistance,1,High,IT Department,
2025-04-13,09:35,Asset Check In,Monitor,1,High,Asset Department,
2025-03-20,11:20,Others,General Inquiry,1,Medium,IT Department,
2025-01-22,17:26,IT Support,Software Installation/Update,1,High,IT Department,
2025-07-09,13:46,IT Support,Software Installation/Update,1,Low,IT Department,
2025-07-23,16:59,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-10-10,16:58,Others,General Inquiry,1,Medium,IT Department,
2025-07-14,09:03,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-02-19,09:00,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-08-07,04:58,Asset Check In,Monitor,1,Medium,Asset Department,
2025-08-31,16:15,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-02-07,10:46,Others,General Inquiry,1,High,IT Department,
2025-12-02,15:52,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-11-04,15:57,IT Support,Technical Assistance,1,Critical,IT Department,
2025-07-03,12:49,IT Support,Technical Assistance,1,High,IT Department,
2025-06-20,14:37,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-10-16,16:22,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-12-05,09:58,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-11-03,14:40,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-03-28,16:59,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-01-23,11:32,Others,General Inquiry,1,Critical,IT Department,
2025-12-19,11:27,IT Support,Software Installation/Update,1,High,IT Department,
2025-08-24,15:08,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-08-23,16:43,Asset Check Out,Laptop,1,Low,Asset Department,
2025-10-13,11:53,IT Support,Software Installation/Update,1,High,IT Department,
2025-06-20,06:04,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-04-25,14:18,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-08-04,14:27,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-11-10,11:20,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-09-08,15:21,Others,General Inquiry,1,Medium,IT Department,
2026-01-07,14:29,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-10-03,11:59,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-01-24,14:08,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-07-29,09:21,Others,General Inquiry,1,High,IT Department,
2025-08-06,09:25,Asset Check Out,Laptop,1,Low,Asset Department,
2025-01-13,09:04,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-12-15,16:25,Others,General Inquiry,1,Critical,IT Department,
2025-09-22,15:27,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-03-04,10:14,Asset Check Out,Keyboard,1,High,Asset Department,
2025-01-14,09:58,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-02-14,15:34,Others,,1,Critical,IT Department,
2025-01-30,16:15,IT Support,Software Installation/Update,1,High,IT Department,
2025-05-28,09:19,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-09-09,11:40,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-04-03,15:54,Others,,1,Medium,IT Department,
2026-01-08,18:40,Asset Check Out,Laptop,1,High,Asset Department,
2025-09-03,09:31,Others,General Inquiry,1,High,IT Department,
2025-11-13,16:48,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-12-02,09:23,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-02-19,15:34,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-03-20,15:22,IT Support,Technical Assistance,1,Medium,IT Department,
2025-02-11,15:41,Asset Check In,Monitor,1,Low,Asset Department,
2025-07-24,17:24,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-01-27,09:38,Asset Check Out,Keyboard,1,High,Asset Department,
2025-12-13,13:56,Asset Check In,Monitor,1,Medium,Asset Department,
2025-02-12,10:42,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-09-12,16:59,IT Support,Data Backup/Restore,1,High,IT Department,
2025-04-15,16:26,Others,General Inquiry,1,Critical,IT Department,
2025-05-07,15:12,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-04-04,14:33,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-05-09,17:33,Others,General Inquiry,1,Critical,IT Department,
2025-03-27,13:32,Asset Check In,Monitor,1,High,Asset Department,
2025-07-01,15:01,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-04-23,04:40,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-14,15:51,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-08-16,09:27,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-12-29,16:38,Others,General Inquiry,1,Critical,IT Department,
2025-06-23,12:26,Asset Check Out,Keyboard,1,High,Asset Department,
2025-09-19,10:52,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-05-09,14:45,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-06-18,16:29,IT Support,Virus/Malware Check,1,High,IT Department,
2025-01-02,09:21,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2025-01-09,10:30,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-07-03,02:36,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-11-27,11:41,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-04-29,11:08,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-07-18,11:37,Others,,1,Critical,IT Department,
2025-04-04,09:53,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-02-17,15:16,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-05-05,10:41,Others,,1,High,IT Department,
2025-01-21,09:42,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-05-16,16:18,Asset Check In,Monitor,1,High,Asset Department,
2025-06-16,16:10,Others,General Inquiry,1,Low,IT Department,
2025-03-31,17:39,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-08-20,10:42,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-01-03,12:13,Asset Check Out,Laptop,1,High,Asset Department,
2025-09-18,15:30,IT Support,Technical Assistance,1,High,IT Department,
2025-12-17,15:58,Others,General Inquiry,1,High,IT Department,
2025-01-15,11:45,IT Support,Software Installation/Update,1,High,IT Department,
2025-03-21,16:26,IT Support,Technical Assistance,1,Medium,IT Department,
2025-06-18,15:26,IT Support,Virus/Malware Check,1,High,IT Department,
2025-05-22,11:13,Others,,1,High,IT Department,
2025-12-19,14:47,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-05-08,12:11,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-01-22,10:23,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-11-14,14:29,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-12-17,11:17,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-12-15,13:31,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-11-20,11:37,Asset Check Out,Laptop,1,Low,Asset Department,
2025-08-29,10:14,Others,,1,Medium,IT Department,
2025-02-11,14:53,Asset Check Out,Laptop,1,High,Asset Department,
2025-08-13,10:39,Asset Check In,Monitor,1,Medium,Asset Department,
2025-01-31,16:26,Asset Check Out,Keyboard,1,High,Asset Department,
2025-03-21,13:52,Others,General Inquiry,1,Low,IT Department,
2025-10-31,14:22,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-03-24,16:59,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-01-03,04:04,IT Support,Virus/Malware Check,1,High,IT Department,
2025-02-24,16:39,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-12-03,10:31,Asset Check Out,Laptop,1,Low,Asset Department,
2025-02-26,09:13,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-07-17,16:28,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-06-26,10:44,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-01-27,09:15,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-01-31,14:33,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2025-07-11,16:42,Others,,1,Critical,IT Department,
2025-12-05,16:35,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-06-28,10:35,IT Support,Technical Assistance,1,Low,IT Department,
2025-03-18,09:06,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-03-04,08:10,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-09-25,15:36,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-05-30,11:06,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2025-09-28,10:14,IT Support,Software Installation/Update,1,High,IT Department,
2025-04-16,15:13,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2025-11-18,10:44,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-06-24,14:27,IT Support,Technical Assistance,1,Critical,IT Department,
2025-03-12,09:06,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-07-29,14:16,Others,,1,Low,IT Department,
2025-09-24,10:48,IT Support,Software Installation/Update,1,Low,IT Department,
2026-01-04,09:57,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-03-09,09:58,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-04-10,13:17,Asset Check Out,Laptop,1,High,Asset Department,
2025-09-11,14:06,Asset Check Out,Laptop,1,Low,Asset Department,
2025-08-24,09:43,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-10-24,09:36,Asset Check In,Monitor,1,High,Asset Department,
2025-01-13,11:49,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-12-15,09:31,Others,,1,Medium,IT Department,
2025-08-05,16:53,Others,,1,Low,IT Department,
2025-11-25,10:45,Asset Check In,Monitor,1,High,Asset Department,
2025-03-18,15:34,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-05-09,15:52,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-05-13,11:30,IT Support,Virus/Malware Check,1,High,IT Department,
2025-10-31,12:01,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-01-20,15:58,Others,General Inquiry,1,Medium,IT Department,
2025-05-23,09:05,Asset Check In,Monitor,1,Low,Asset Department,
2025-11-25,08:23,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-08-18,11:59,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-10-06,17:04,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-05-27,16:34,New Budget Proposal,Operational Expenses (OpEx),1,Critical,Budget Department,
2025-01-02,19:07,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-03-17,11:03,Asset Check Out,Keyboard,1,High,Asset Department,
2025-03-30,09:15,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-12,15:21,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-02-01,13:50,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-02-12,16:58,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-11-25,09:25,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-07-08,15:36,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-12-10,09:44,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-10-02,16:29,IT Support,Data Backup/Restore,1,High,IT Department,
