date,time,category,sub_category,count,priority,department,days_ago
2025-05-13,10:13,IT Support,Technical Assistance,1,Critical,IT Department,
2025-12-16,12:41,IT Support,Technical Assistance,1,High,IT Department,
2025-10-31,10:37,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-08-27,10:01,Asset Check Out,Keyboard,1,High,Asset Department,
2025-05-22,09:36,IT Support,Data Backup/Restore,1,High,IT Department,
2025-12-03,15:09,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-02-26,15:25,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-01-13,15:44,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-01-14,15:47,IT Support,Data Backup/Restore,1,High,IT Department,
2025-01-21,15:05,IT Support,Technical Assistance,1,Medium,IT Department,
2025-09-04,10:19,Others,General Inquiry,1,Low,IT Department,
2025-12-09,09:22,Others,General Inquiry,1,Critical,IT Department,
2025-03-21,10:29,Others,General Inquiry,1,Medium,IT Department,
2025-05-05,16:18,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-12-05,08:21,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-05-29,10:46,IT Support,Technical Assistance,1,Critical,IT Department,
2025-08-22,11:19,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-04-23,09:23,IT Support,Virus/Malware Check,1,High,IT Department,
2025-11-06,13:39,Asset Check Out,Laptop,1,Critical,Asset Department,
2026-01-08,12:37,IT Support,Technical Assistance,1,Medium,IT Department,
2025-06-26,09:23,New Budget Proposal,Operational Expenses (OpEx),1,Critical,Budget Department,
2025-07-04,15:32,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-08-15,10:13,Asset Check In,Monitor,1,High,Asset Department,
2025-06-23,10:14,Others,General Inquiry,1,Critical,IT Department,
2025-04-08,16:46,IT Support,Software Installation/Update,1,High,IT Department,
2025-05-19,14:04,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-02,17:09,Others,General Inquiry,1,Low,IT Department,
2025-09-11,10:22,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-03-25,10:16,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-04-14,09:29,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-11-14,17:51,IT Support,Technical Assistance,1,Low,IT Department,
2025-05-16,14:40,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-02-27,15:30,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-06-27,10:56,IT Support,Data Backup/Restore,1,High,IT Department,
2025-01-22,09:15,Asset Check Out,Laptop,1,High,Asset Department,
2025-08-13,13:53,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-03,15:12,Others,General Inquiry,1,Critical,IT Department,
2025-01-30,17:34,IT Support,Software Installation/Update,1,High,IT Department,
2025-07-15,09:59,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-06-23,14:27,IT Support,Data Backup/Restore,1,High,IT Department,
2025-10-01,14:26,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-01-29,14:27,Asset Check In,Monitor,1,High,Asset Department,
2025-04-04,15:17,IT Support,Technical Assistance,1,High,IT Department,
2025-12-10,10:41,Asset Check Out,Laptop,1,Low,Asset Department,
2025-10-08,14:08,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-11-04,14:08,Others,General Inquiry,1,Medium,IT Department,
2025-10-23,10:17,IT Support,Software Installation/Update,1,High,IT Department,
2025-12-11,15:12,Asset Check Out,Laptop,1,High,Asset Department,
2025-02-24,14:06,Others,General Inquiry,1,High,IT Department,
2025-01-08,17:31,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-07-01,15:57,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-01-28,14:53,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-01-24,09:51,Others,,1,Critical,IT Department,
2025-03-31,09:00,Asset Check Out,Laptop,1,High,Asset Department,
2025-11-13,13:11,Asset Check In,Monitor,1,High,Asset Department,
2025-06-24,09:46,Others,,1,Medium,IT Department,
2025-09-22,15:23,Asset Check In,Monitor,1,Medium,Asset Department,
2025-11-05,09:45,Others,General Inquiry,1,Critical,IT Department,
2025-01-30,14:23,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-10-08,09:47,Others,General Inquiry,1,Medium,IT Department,
2025-01-24,09:09,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-06-20,13:54,Asset Check Out,Laptop,1,High,Asset Department,
2025-04-22,09:43,Others,General Inquiry,1,Low,IT Department,
2025-01-13,09:36,IT Support,Technical Assistance,1,Medium,IT Department,
2025-01-22,10:06,Others,,1,Medium,IT Department,
2025-01-02,14:58,Asset Check Out,Laptop,1,High,Asset Department,
2025-01-06,15:25,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-05-02,13:25,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-03-28,09:17,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-05-20,15:17,Asset Check Out,Keyboard,1,High,Asset Department,
2025-11-05,13:36,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-03-27,17:07,IT Support,Data Backup/Restore,1,High,IT Department,
2025-05-20,12:48,Others,General Inquiry,1,High,IT Department,
2025-06-27,10:06,IT Support,Technical Assistance,1,Critical,IT Department,
2025-01-15,09:54,Asset Check In,Monitor,1,Low,Asset Department,
2025-03-20,09:10,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-12-10,10:27,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-01-27,10:16,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-04-15,09:10,Asset Check In,Monitor,1,Medium,Asset Department,
2025-03-20,08:48,IT Support,Software Installation/Update,1,High,IT Department,
2025-09-19,17:07,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-03-14,15:17,Others,,1,Low,IT Department,
2025-12-16,09:15,Asset Check In,Monitor,1,Medium,Asset Department,
2025-05-05,14:24,Asset Check Out,Laptop,1,Medium,Asset Department,
2026-01-07,09:51,IT Support,Virus/Malware Check,1,High,IT Department,
2025-12-02,08:46,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-09-26,15:51,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-01-28,14:00,Others,,1,Low,IT Department,
2025-01-30,15:33,Others,General Inquiry,1,Low,IT Department,
2025-01-16,14:58,Asset Check Out,Laptop,1,Low,Asset Department,
2025-10-21,10:04,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-10-27,10:45,Asset Check Out,Laptop,1,High,Asset Department,
2025-01-14,10:49,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-01-02,15:04,IT Support,Technical Assistance,1,High,IT Department,
2025-12-11,15:51,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-03-25,09:30,Asset Check In,Monitor,1,Critical,Asset Department,
2025-03-06,14:07,IT Support,Data Backup/Restore,1,High,IT Department,
2025-02-26,08:39,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-05-20,10:42,Asset Check Out,Laptop,1,Medium,Asset Department,
2025-05-02,10:12,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-05-27,09:39,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-11-10,15:05,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-01-13,15:10,Others,,1,Medium,IT Department,
2025-02-14,15:53,Others,,1,Critical,IT Department,
2025-12-04,14:17,IT Support,Technical Assistance,1,Low,IT Department,
2025-09-25,15:53,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-02-12,14:17,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-01-02,09:03,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-11-05,09:00,Others,,1,High,IT Department,
2025-01-20,17:52,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-03-24,14:38,New Budget Proposal,Operational Expenses (OpEx),1,Critical,Budget Department,
2025-06-27,09:29,Others,,1,High,IT Department,
2025-09-26,09:13,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-03-20,09:54,Asset Check In,Monitor,1,Critical,Asset Department,
2025-02-21,14:01,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-06-24,14:37,Asset Check In,Monitor,1,High,Asset Department,
2025-01-09,15:37,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-01-15,14:41,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-11-21,10:26,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-01-31,10:25,IT Support,Data Backup/Restore,1,High,IT Department,
2025-04-16,09:20,Others,,1,High,IT Department,
2025-09-03,10:35,Asset Check Out,Laptop,1,Low,Asset Department,
2025-09-19,15:14,Others,,1,Low,IT Department,
2025-12-02,10:37,IT Support,Software Installation/Update,1,High,IT Department,
2025-10-31,15:00,Others,,1,High,IT Department,
2025-07-18,14:30,Others,General Inquiry,1,Critical,IT Department,
2025-02-18,09:19,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-12-24,10:00,Others,General Inquiry,1,Low,IT Department,
2025-12-16,13:04,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-01-09,10:20,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-12-11,09:48,Asset Check In,Monitor,1,Critical,Asset Department,
2025-04-24,14:22,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-07-02,14:47,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-03-25,14:43,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-05-21,15:19,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-25,14:17,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-12-01,14:20,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-12-11,14:36,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-04-24,10:43,IT Support,Technical Assistance,1,High,IT Department,
2025-02-24,09:40,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-05-22,11:02,IT Support,Technical Assistance,1,Medium,IT Department,
2025-01-30,10:59,Asset Check In,Monitor,1,Medium,Asset Department,
2025-10-09,10:27,Others,,1,Critical,IT Department,
2025-01-10,14:30,IT Support,Technical Assistance,1,Medium,IT Department,
2025-12-16,17:14,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-01-02,15:29,IT Support,Virus/Malware Check,1,High,IT Department,
2026-01-07,15:44,Asset Check In,Monitor,1,Critical,Asset Department,
2025-01-14,10:07,Asset Check Out,Laptop,1,Low,Asset Department,
2025-01-31,14:00,Others,General Inquiry,1,High,IT Department,
2025-03-18,11:37,Others,,1,Low,IT Department,
2026-01-05,10:29,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-03-31,11:09,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-12-05,15:51,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-04-28,10:14,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-03-10,15:58,Asset Check Out,Keyboard,1,High,Asset Department,
2025-12-05,09:51,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-02-13,09:29,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-21,14:27,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-06-24,10:57,Asset Check Out,Laptop,1,High,Asset Department,
2025-01-24,12:20,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-11-21,09:55,Others,,1,High,IT Department,
2025-01-27,13:44,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-11-07,17:05,New Budget Proposal,Operational Expenses (OpEx),1,Critical,Budget Department,
2025-09-04,15:50,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-01-07,10:32,Asset Check Out,Laptop,1,Low,Asset Department,
2026-01-08,15:26,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-06-11,14:25,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-06-26,09:47,Asset Check Out,Laptop,1,Low,Asset Department,
2025-12-29,15:39,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-01-07,15:19,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-02-12,10:04,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-12-09,09:34,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-05-12,10:46,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-08-06,14:14,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-01-21,10:44,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-05-14,15:08,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-03-20,09:10,IT Support,Technical Assistance,1,High,IT Department,
2025-03-04,14:32,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-01-08,14:33,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-07-10,15:22,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-01-31,10:14,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-01-15,10:28,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-01-15,16:14,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-04-03,14:57,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-05-07,09:51,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-01-10,09:38,Others,,1,Medium,IT Department,
2025-03-04,14:46,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-02-18,18:34,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-07-31,15:11,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-12-03,09:20,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-01-09,09:18,IT Support,Virus/Malware Check,1,Low,IT Department,
2025-12-29,14:41,Others,General Inquiry,1,High,IT Department,
2026-01-08,14:23,Asset Check In,Monitor,1,High,Asset Department,
2025-02-20,14:29,IT Support,Internet/Network Connectivity Issue,1,Low,IT Department,
2025-01-27,14:21,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-20,09:43,IT Support,Software Installation/Update,1,High,IT Department,
2025-09-22,15:55,Others,General Inquiry,1,Critical,IT Department,
2025-01-20,09:20,IT Support,Data Backup/Restore,1,Low,IT Department,
2025-02-18,15:57,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-11-21,10:59,Asset Check Out,Keyboard,1,High,Asset Department,
2025-09-29,09:45,IT Support,Technical Assistance,1,Medium,IT Department,
2025-10-29,09:52,Others,General Inquiry,1,Medium,IT Department,
2025-12-05,08:46,Others,General Inquiry,1,High,IT Department,
2025-03-25,10:25,Asset Check Out,Keyboard,1,Medium,Asset Department,
2026-01-02,08:46,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-05-16,15:13,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-01-23,15:09,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-12-15,10:24,IT Support,Technical Assistance,1,High,IT Department,
2025-01-20,10:29,IT Support,Technical Assistance,1,Critical,IT Department,
2025-01-22,13:32,Others,,1,Low,IT Department,
2025-01-22,10:13,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-11-21,09:04,Asset Check Out,Laptop,1,Low,Asset Department,
2025-02-19,16:23,IT Support,Software Installation/Update,1,Low,IT Department,
2025-12-16,14:19,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-01-07,15:47,IT Support,Software Installation/Update,1,High,IT Department,
2025-12-02,10:16,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-01-27,09:28,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-04-11,14:14,Asset Check In,Monitor,1,Critical,Asset Department,
2025-10-09,14:00,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-03-24,15:40,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-05-30,14:11,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-12-11,14:45,IT Support,Virus/Malware Check,1,Medium,IT Department,
2025-03-06,14:31,Asset Check In,Monitor,1,Low,Asset Department,
2025-12-04,15:56,Asset Check In,Monitor,1,Medium,Asset Department,
2025-09-16,15:08,Asset Check In,Monitor,1,Low,Asset Department,
2025-09-23,14:18,IT Support,Technical Assistance,1,Medium,IT Department,
2025-12-04,14:05,Others,General Inquiry,1,Low,IT Department,
2026-01-05,10:57,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-09-15,16:55,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-12-18,10:14,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-12-09,10:44,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-12-18,14:04,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-01-27,10:08,Asset Check Out,Laptop,1,Critical,Asset Department,
2025-12-15,17:09,Asset Check In,Monitor,1,Critical,Asset Department,
2026-01-08,14:14,Asset Check Out,Keyboard,1,High,Asset Department,
2025-08-27,09:47,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-02-11,13:28,Others,,1,Critical,IT Department,
2025-12-15,15:00,IT Support,Software Installation/Update,1,High,IT Department,
2025-03-11,14:54,IT Support,Technical Assistance,1,Low,IT Department,
2025-12-15,09:08,IT Support,Software Installation/Update,1,Low,IT Department,
2025-12-18,09:50,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-12-17,16:04,IT Support,Technical Assistance,1,Critical,IT Department,
2025-12-04,09:22,Others,,1,Low,IT Department,
2025-03-31,14:07,IT Support,Software Installation/Update,1,Low,IT Department,
2025-02-18,08:35,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-05-12,09:22,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-07-17,14:45,IT Support,Data Backup/Restore,1,High,IT Department,
2025-12-10,14:22,Others,,1,Low,IT Department,
2025-01-23,15:47,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-04-07,15:20,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-12-02,10:54,Others,,1,Medium,IT Department,
2025-01-08,08:40,Asset Check Out,Laptop,1,High,Asset Department,
2025-03-27,15:47,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-04-02,14:44,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-01-30,11:31,IT Support,Software Installation/Update,1,Low,IT Department,
2025-03-26,09:09,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-01-31,15:08,Asset Check Out,Laptop,1,Medium,Asset Department,
2026-01-07,10:49,Others,,1,Low,IT Department,
2025-01-08,09:18,Others,General Inquiry,1,Critical,IT Department,
2025-04-21,10:15,Others,,1,Critical,IT Department,
2025-06-25,10:31,IT Support,Software Installation/Update,1,High,IT Department,
2025-12-18,09:50,New Budget Proposal,Capital Expenses (CapEx),1,Low,Budget Department,
2025-07-09,10:24,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-03-10,10:53,Asset Check In,Monitor,1,Low,Asset Department,
2025-12-12,20:06,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-01-24,10:57,IT Support,Technical Assistance,1,High,IT Department,
2025-02-28,11:36,Others,,1,Low,IT Department,
2025-12-03,10:23,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-08-27,09:04,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-05-13,10:16,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-02-14,15:49,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-10-23,10:25,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-11-13,12:25,Others,,1,Low,IT Department,
2025-01-09,14:04,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-04-02,09:40,IT Support,Technical Assistance,1,Medium,IT Department,
2025-03-25,17:40,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-11-13,09:52,Asset Check In,Monitor,1,Critical,Asset Department,
2025-05-15,15:34,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-07-22,15:40,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-12-12,09:54,Others,,1,Medium,IT Department,
2025-05-16,09:16,Others,General Inquiry,1,Low,IT Department,
2025-06-24,11:43,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-12-02,15:08,Others,General Inquiry,1,Critical,IT Department,
2025-08-13,14:43,Others,,1,High,IT Department,
2025-03-26,15:43,Others,General Inquiry,1,Low,IT Department,
2025-05-09,09:50,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-10-13,15:57,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-08-04,11:52,Asset Check In,Monitor,1,Low,Asset Department,
2025-01-16,09:58,IT Support,Technical Assistance,1,Low,IT Department,
2025-09-26,10:36,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2026-01-06,09:50,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-01-30,09:47,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-03-28,10:42,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-08-12,09:36,Others,General Inquiry,1,Medium,IT Department,
2025-01-13,14:00,Asset Check In,Monitor,1,High,Asset Department,
2026-01-08,15:40,Others,General Inquiry,1,Critical,IT Department,
2025-03-11,15:09,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-02-20,15:58,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-31,14:50,Asset Check Out,Laptop,1,High,Asset Department,
2025-09-24,10:30,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-04-04,10:03,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-01-22,09:37,Asset Check In,Monitor,1,High,Asset Department,
2025-11-06,08:27,Asset Check Out,Keyboard,1,High,Asset Department,
2025-12-15,14:33,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2026-01-07,10:32,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-09-26,09:41,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-12-09,15:02,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-01-07,14:33,IT Support,Data Backup/Restore,1,Medium,IT Department,
2025-03-24,09:54,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-03-27,09:11,IT Support,Internet/Network Connectivity Issue,1,Critical,IT Department,
2025-03-24,15:45,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-01-16,15:28,IT Support,Virus/Malware Check,1,Low,IT Department,
2026-01-06,10:13,Asset Check Out,Laptop,1,High,Asset Department,
2025-02-12,15:01,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-04-16,09:09,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-01-24,10:19,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-01-21,16:38,Others,General Inquiry,1,Critical,IT Department,
2025-01-13,10:09,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-09-19,13:08,Others,General Inquiry,1,High,IT Department,
2025-01-20,09:47,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-12-17,10:03,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-06-27,15:41,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-02-07,10:57,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-09-08,10:27,Others,General Inquiry,1,Medium,IT Department,
2025-11-12,10:29,Asset Check Out,Laptop,1,High,Asset Department,
2025-03-10,14:21,Others,General Inquiry,1,High,IT Department,
2025-12-05,10:52,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-09-19,15:33,IT Support,Internet/Network Connectivity Issue,1,High,IT Department,
2025-03-25,09:59,New Budget Proposal,Operational Expenses (OpEx),1,High,Budget Department,
2025-04-30,14:04,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-05-14,09:24,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-04-08,10:10,Others,,1,Low,IT Department,
2025-12-12,09:04,Asset Check Out,Laptop,1,High,Asset Department,
2025-11-10,09:52,IT Support,Software Installation/Update,1,Critical,IT Department,
2025-01-07,08:42,Others,,1,Critical,IT Department,
2025-12-03,14:59,IT Support,Hardware Troubleshooting,1,Medium,IT Department,
2025-01-31,10:04,Asset Check In,Monitor,1,Medium,Asset Department,
2025-01-17,11:33,IT Support,Software Installation/Update,1,Low,IT Department,
2025-06-27,10:56,Asset Check In,Monitor,1,Medium,Asset Department,
2025-04-16,10:19,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-11-05,18:10,IT Support,Software Installation/Update,1,Low,IT Department,
2025-04-16,14:41,IT Support,Hardware Troubleshooting,1,Critical,IT Department,
2025-01-07,09:17,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-07-29,09:35,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-01-22,10:30,IT Support,Data Backup/Restore,1,Critical,IT Department,
2025-04-04,14:58,Asset Check Out,Keyboard,1,Low,Asset Department,
2025-10-02,14:18,IT Support,Technical Assistance,1,Critical,IT Department,
2025-04-22,09:29,IT Support,Technical Assistance,1,High,IT Department,
2025-07-28,20:56,IT Support,Software Installation/Update,1,Medium,IT Department,
2025-12-05,09:56,Others,,1,Critical,IT Department,
2025-04-08,16:50,IT Support,Software Installation/Update,1,Low,IT Department,
2025-04-01,15:01,IT Support,Virus/Malware Check,1,Critical,IT Department,
2025-07-25,14:52,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-10-01,10:14,New Budget Proposal,Operational Expenses (OpEx),1,Medium,Budget Department,
2025-05-08,14:03,IT Support,Virus/Malware Check,1,High,IT Department,
2025-04-03,14:42,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-02-26,15:49,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-01-29,10:52,Asset Check In,Monitor,1,Medium,Asset Department,
2025-06-06,14:58,New Budget Proposal,Capital Expenses (CapEx),1,High,Budget Department,
2025-03-26,10:27,Others,,1,Critical,IT Department,
2025-05-07,09:36,Others,General Inquiry,1,Low,IT Department,
2025-10-23,09:25,Asset Check Out,Keyboard,1,Critical,Asset Department,
2025-03-21,14:39,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-04-30,14:40,IT Support,Hardware Troubleshooting,1,Low,IT Department,
2025-06-24,09:00,Asset Check Out,Laptop,1,High,Asset Department,
2025-11-12,17:43,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-01-06,10:50,New Budget Proposal,Operational Expenses (OpEx),1,Low,Budget Department,
2025-01-02,15:10,New Budget Proposal,Capital Expenses (CapEx),1,Medium,Budget Department,
2025-07-03,15:29,IT Support,Internet/Network Connectivity Issue,1,Medium,IT Department,
2025-12-12,14:15,IT Support,Technical Assistance,1,High,IT Department,
2025-10-08,14:06,IT Support,Software Installation/Update,1,High,IT Department,
2025-07-29,15:14,New Budget Proposal,Operational Expenses (OpEx),1,Critical,Budget Department,
2025-01-29,10:01,Asset Check Out,Laptop,1,High,Asset Department,
2025-01-02,09:30,IT Support,Hardware Troubleshooting,1,High,IT Department,
2025-02-26,14:16,Asset Check Out,Keyboard,1,Medium,Asset Department,
2025-06-20,08:32,Asset Check Out,Laptop,1,High,Asset Department,
2025-03-06,14:12,New Budget Proposal,Capital Expenses (CapEx),1,Critical,Budget Department,
2025-06-02,10:44,IT Support,Hardware Troubleshooting,1,High,IT Department,
